06:30:01.482888,544.27
06:30:02.648198,544.27
06:30:04.071393,544.27
06:30:06.316390,544.27
06:30:09.139844,543.75
06:30:14.569390,543.4
06:30:18.148488,543.11
06:30:21.799476,543.45
06:30:31.418083,543.505
06:30:32.539320,543.505
06:30:46.023403,543.95
06:30:48.130140,543.8047
06:30:49.234511,543.6
06:30:51.619550,543.6
06:30:52.740148,543.6
06:30:54.125316,543.6
06:30:55.325541,543.7744
06:31:03.971553,543.77
06:31:25.285350,542.98
06:31:26.396223,542.98
06:31:28.656133,542.98
06:31:29.759374,543.055
06:31:30.882021,543.185
06:31:32.642181,543.185
06:31:33.754027,543.185
06:31:44.960237,542.365
06:31:46.081246,542.365
06:31:48.464824,541.98
06:31:49.566747,541.98
06:31:50.688483,541.8
06:31:53.289679,541.8
06:31:56.018861,542.0775
06:32:07.662499,542.21
06:32:08.847300,542.325
06:32:10.049520,542.325
06:32:11.170045,542.11
06:32:12.274798,542.11
06:35:07.681017,539.6
06:35:11.683318,539.3693
06:35:34.574588,538.86
06:35:39.441367,538.945
06:39:34.246543,536.065
06:39:35.364625,536.065
06:40:21.590576,533.84
06:42:34.007326,535.085
06:42:35.166987,535.12
06:42:36.284905,535.12
06:43:53.137316,535.0
06:44:22.983356,534.5
06:46:00.876290,534.465
06:46:20.133826,534.58
06:46:32.200804,534.2975
06:47:03.344710,533.75
06:49:01.132218,534.12
06:49:32.598573,534.062
06:49:33.718449,534.062
06:49:47.446953,533.85
06:51:13.525064,533.33
06:52:15.505813,533.3
06:52:16.614671,533.41
06:52:17.734794,533.41
06:52:18.841075,533.41
06:52:19.963268,533.66
06:52:21.083225,533.66
06:52:22.190514,533.66
06:52:23.375458,533.66
06:52:24.497511,533.66
06:52:25.611358,533.66
06:52:26.728981,533.66
06:52:27.852087,533.66
06:52:28.961520,533.6275
06:52:30.066339,533.66
06:52:31.173153,533.66
06:52:32.295027,533.5763
06:52:33.395700,533.5763
06:52:34.508918,533.5763
06:52:35.627995,533.5763
06:52:37.305424,533.5763
06:52:38.414232,533.8399
06:52:39.524127,533.83
06:52:40.632476,533.85
06:52:41.765750,533.85
06:52:42.874034,533.85
06:52:43.992712,533.66
06:52:45.099663,533.66
06:52:46.223700,533.6342
06:52:47.345765,533.484
06:52:48.450765,533.2927
06:52:49.552533,533.2927
06:52:50.660957,532.75
06:52:51.775690,533.0791
06:52:52.883594,533.0434
06:52:53.991855,532.84
06:52:55.112344,532.84
06:52:56.233997,532.84
06:52:57.340948,532.7337
06:52:58.461482,532.7337
06:52:59.584872,532.736
06:53:00.708414,532.736
06:53:01.824760,532.78
06:53:02.930046,532.78
06:53:04.036675,532.64
06:53:05.162391,532.63
06:53:06.278434,532.42
06:53:07.390381,532.3285
06:53:08.495041,532.36
06:53:09.602081,532.16
06:53:10.711418,531.92
06:53:11.831293,531.85
06:53:12.950288,532.15
06:53:14.053721,532.15
06:53:15.162183,532.15
06:53:16.284313,532.15
06:53:17.439005,532.295
06:53:18.546375,532.282
06:53:19.667217,532.3025
06:53:20.787698,532.49
06:53:21.925085,532.49
06:53:23.077008,532.8181
06:53:24.199088,532.8181
06:53:25.321488,532.49
06:53:26.426834,532.49
06:53:27.538663,532.5796
06:53:28.661432,532.73
06:53:29.777904,532.915
06:53:30.890026,533.0403
06:53:31.998497,533.0403
06:53:33.119413,533.0403
06:53:34.226106,532.865
06:53:35.347664,533.06
06:53:36.469211,533.06
06:53:37.575031,533.06
06:53:38.675698,533.0
06:53:39.786519,533.0
06:53:41.486190,533.0
06:53:42.607835,532.9459
06:53:43.715350,533.03
06:53:44.824324,533.0246
06:53:45.946921,533.0246
06:53:47.063286,532.925
06:53:48.169343,532.925
06:53:49.275931,532.75
06:53:50.387967,533.3
06:53:51.495417,533.2966
06:53:52.616723,533.2966
06:53:53.740914,533.4284
06:53:54.847106,533.4284
06:53:55.953939,533.3645
06:53:57.063751,533.3645
06:53:58.169175,533.35
06:53:59.279395,533.35
06:54:00.397739,533.35
06:54:01.503680,533.35
06:54:02.606284,533.2
06:54:03.726443,533.0898
06:54:04.843164,533.0898
06:54:05.963317,533.28
06:54:07.070256,533.28
06:54:08.188979,533.28
06:54:09.296129,533.4999
06:54:10.402758,533.4999
06:54:11.521522,533.4999
06:54:12.630966,533.22
06:54:13.738691,533.35
06:54:14.847171,533.35
06:54:15.967096,533.35
06:54:17.076630,533.36
06:54:18.180402,533.5
06:54:19.291354,533.5
06:54:20.399093,533.33
06:54:21.504146,533.33
06:54:22.610265,533.195
06:54:23.730820,533.195
06:54:24.832447,533.18
06:54:25.943640,532.76
06:54:27.072419,532.74
06:54:28.194831,532.74
06:54:29.302086,532.6968
06:54:30.418430,533.01
06:54:31.527467,533.21
06:54:32.639131,533.0851
06:54:33.742990,533.2
06:54:34.865486,533.2
06:54:35.983681,533.1165
06:54:37.094052,533.0984
06:54:38.201033,533.115
06:54:39.308965,533.115
06:54:40.416360,533.115
06:54:41.525083,533.11
06:54:42.649989,533.11
06:54:43.756454,533.09
06:54:45.257398,533.118
06:54:46.374337,533.0
06:54:47.496246,533.0
06:54:48.600823,533.0
06:54:49.707491,533.0
06:54:50.813342,532.9
06:54:51.921119,532.9
06:54:53.044530,532.875
06:54:54.148579,532.875
06:54:55.256828,532.875
06:54:56.358102,532.875
06:54:57.484260,532.82
06:54:58.592303,532.74
06:54:59.699261,532.74
06:55:00.806111,532.74
06:55:01.929065,532.84
06:55:03.037254,532.84
06:55:04.144538,532.84
06:55:05.252184,533.06
06:55:06.359501,533.06
06:55:07.466338,533.06
06:55:08.568730,533.0611
06:55:09.679694,533.0611
06:55:10.801376,533.0611
06:55:11.909151,533.0611
06:55:13.015802,533.12
06:55:14.135590,533.0695
06:55:15.254825,533.0695
06:55:16.361074,533.05
06:55:17.469461,533.405
06:55:18.588272,533.515
06:55:19.696899,533.4502
06:55:20.815554,533.4502
06:55:21.920512,533.4502
06:55:23.088930,533.16
06:55:24.195859,533.16
06:55:25.307901,533.16
06:55:26.420363,533.16
06:55:27.528221,533.16
06:55:28.634470,533.16
06:55:29.757691,533.17
06:55:30.863104,533.43
06:55:31.969521,533.44
06:55:33.075789,533.44
06:55:34.197794,533.6637
06:55:35.306270,533.62
06:55:36.412148,533.62
06:55:37.519895,533.51
06:55:38.637041,533.53
06:55:39.739836,533.53
06:55:40.851793,533.53
06:55:41.959387,533.4618
06:55:43.063329,533.4618
06:55:44.186996,533.34
06:55:45.323769,533.1283
06:55:46.432117,533.1283
06:55:47.539949,533.1283
06:55:48.647910,533.1283
06:55:50.513611,533.09
06:55:51.625860,533.27
06:55:52.748530,533.2419
06:55:53.871202,533.2419
06:55:54.976763,533.2419
06:55:56.082022,533.3696
06:55:57.189770,533.3696
06:55:58.295032,533.3696
06:55:59.400442,533.3696
06:56:00.509355,533.71
06:56:01.616259,533.71
06:56:02.736974,533.71
06:56:03.842641,533.71
06:56:04.951687,533.71
06:56:06.069405,533.71
06:56:07.176084,533.71
06:56:08.294169,533.71
06:56:09.403146,533.71
06:56:10.511792,533.52
06:56:11.616210,533.4
06:56:12.738761,533.4
06:56:13.842887,533.695
06:56:14.962154,533.7091
06:56:16.072708,533.7091
06:56:17.193629,533.79
06:56:18.298189,533.79
06:56:19.419833,533.79
06:56:20.527885,533.8962
06:56:21.633269,533.8962
06:56:22.737821,533.96
06:56:23.859924,533.91
06:56:24.960354,533.97
06:56:26.068711,533.78
06:56:27.207835,533.78
06:56:28.319384,533.78
06:56:29.422884,533.78
06:56:30.528389,533.7
06:56:31.640665,533.69
06:56:32.747499,533.69
06:56:33.854212,533.69
06:56:34.976374,533.69
06:56:36.094605,533.79
06:56:37.200351,533.79
06:56:38.420920,533.79
06:56:39.527115,533.79
06:56:40.634991,533.79
06:56:41.738913,533.79
06:56:42.845717,533.81
06:56:43.966544,533.68
06:56:45.075506,533.6999
06:56:46.198637,533.9299
06:56:47.304345,533.9299
06:56:48.410910,533.9299
06:56:49.528860,533.91
06:56:50.649089,534.0
06:56:51.758822,533.81
06:56:52.879522,533.81
06:56:54.000522,533.81
06:56:55.108616,533.81
06:56:56.215169,533.81
06:56:57.336815,533.95
06:56:58.444161,533.98
06:56:59.551581,533.98
06:57:00.659680,534.19
06:57:01.760040,534.275
06:57:02.885779,534.24
06:57:03.988832,534.24
06:57:05.098908,534.24
06:57:06.203163,534.59
06:57:07.322129,534.46
06:57:08.448120,534.38
